Type noeud	Nom noeud	Type pere	Nom pere
_	4816 - Frais d'émission des emprunts	_	481 - Charges à répartir sur plusieurs exercices
_	4817 - Pénalités de renégociation de la dette	_	481 - Charges à répartir sur plusieurs exercices
_	4818 - Charges à étaler	_	481 - Charges à répartir sur plusieurs exercices
_	486 - Charges constatées d'avance	_	48 - COMPTES DE RÉGULARISATION
_	487 - Produits constatés d'avance	_	48 - COMPTES DE RÉGULARISATION
_	49 - PROVISIONS POUR DÉPRÉCIATION DES COMPTES DE TIERS	_	4 - COMPTES DE TIERS
_	491 - Provisions pour dépréciation des comptes de redevables	_	49 - PROVISIONS POUR DÉPRÉCIATION DES COMPTES DE TIERS
_	4911 - Provisions pour dépréciation des comptes de redevables (non budgétaires)	_	491 - Provisions pour dépréciation des comptes de redevables
_	4912 - Provisions pour dépréciation des comptes de redevables (budgétaires)	_	491 - Provisions pour dépréciation des comptes de redevables
_	496 - Provisions pour dépréciation des comptes de débiteurs divers	_	49 - PROVISIONS POUR DÉPRÉCIATION DES COMPTES DE TIERS
_	4961 - Provisions pour dépréciation des comptes de débiteurs divers (non budgétaires)	_	496 - Provisions pour dépréciation des comptes de débiteurs divers
_	4962 - Provisions pour dépréciation des comptes de débiteurs divers (budgétaires)	_	496 - Provisions pour dépréciation des comptes de débiteurs divers
_	5 - COMPTES FINANCIERS	_	M14_2014
_	50 - VALEURS MOBILIÈRES DE PLACEMENT	_	5 - COMPTES FINANCIERS
_	506 - Obligations	_	50 - VALEURS MOBILIÈRES DE PLACEMENT
_	507 - Bons du Trésor 	_	50 - VALEURS MOBILIÈRES DE PLACEMENT
_	508 - Autres valeurs mobilières et créances assimilées	_	50 - VALEURS MOBILIÈRES DE PLACEMENT
_	51 - TRÉSOR, ÉTABLISSEMENTS FINANCIERS ET ASSIMILÉS	_	5 - COMPTES FINANCIERS
_	511 - Valeurs à l'encaissement	_	51 - TRÉSOR, ÉTABLISSEMENTS FINANCIERS ET ASSIMILÉS
_	5113 - Titres spéciaux de paiement et assimilés à l'encaissement	_	511 - Valeurs à l'encaissement
_	5115 - Cartes bancaires à l'encaissement	_	511 - Valeurs à l'encaissement
_	5116 - TIP à l'encaissement	_	511 - Valeurs à l'encaissement
_	5117 - Valeurs impayées	_	511 - Valeurs à l'encaissement
_	51172 - Chèques impayés	_	5117 - Valeurs impayées
_	51175 - Cartes bancaires impayées	_	5117 - Valeurs impayées
_	51176 - TIP impayés	_	5117 - Valeurs impayées
_	51178 - Autres valeurs impayées	_	5117 - Valeurs impayées
_	5118 - Autres valeurs à l'encaissement	_	511 - Valeurs à l'encaissement
_	515 - Compte au Trésor	_	51 - TRÉSOR, ÉTABLISSEMENTS FINANCIERS ET ASSIMILÉS
_	516 - Comptes de placements (court terme)	_	51 - TRÉSOR, ÉTABLISSEMENTS FINANCIERS ET ASSIMILÉS
_	5161 - Comptes de placements rémunérés	_	516 - Comptes de placements (court terme)
_	5162 - Comptes à terme	_	516 - Comptes de placements (court terme)
_	518 - Intérêts courus	_	51 - TRÉSOR, ÉTABLISSEMENTS FINANCIERS ET ASSIMILÉS
_	5186 - Intérêts courus à payer	_	518 - Intérêts courus
_	5187 - Intérêts courus à recevoir	_	518 - Intérêts courus
_	519 - Concours financiers à court terme	_	51 - TRÉSOR, ÉTABLISSEMENTS FINANCIERS ET ASSIMILÉS
_	5191 - Avances du Trésor	_	519 - Concours financiers à court terme
_	5192 - Avances de trésorerie	_	519 - Concours financiers à court terme
_	5193 - Lignes de crédit de trésorerie	_	519 - Concours financiers à court terme
_	51931 - Lignes de crédit de trésorerie	_	5193 - Lignes de crédit de trésorerie
_	51932 - Lignes de crédit de trésorerie liées à un emprunt	_	5193 - Lignes de crédit de trésorerie
_	5194 - Billets de trésorerie	_	519 - Concours financiers à court terme
_	5198 - Autres crédits de trésorerie	_	519 - Concours financiers à court terme
_	54 - RÉGIES D'AVANCES ET ACCRÉDITIFS	_	5 - COMPTES FINANCIERS
_	541 - Disponibilités chez les régisseurs	_	54 - RÉGIES D'AVANCES ET ACCRÉDITIFS
_	5411 - Régisseurs d'avances (avances)	_	541 - Disponibilités chez les régisseurs
_	5412 - Régisseurs de recettes (fonds de caisse)	_	541 - Disponibilités chez les régisseurs
_	542 - Disponibilités chez d'autres tiers	_	54 - RÉGIES D'AVANCES ET ACCRÉDITIFS
_	5421 - Administrateurs de legs	_	542 - Disponibilités chez d'autres tiers
_	5428 - Disponibilités chez d'autres tiers	_	542 - Disponibilités chez d'autres tiers
_	55 - AVANCES DE TRÉSORERIE VERSÉES	_	5 - COMPTES FINANCIERS
_	551 - Avances à des établissements publics locaux	_	55 - AVANCES DE TRÉSORERIE VERSÉES
_	5511 - Avances aux hôpitaux	_	551 - Avances à des établissements publics locaux
_	5512 - Avances aux EPCI en début d'activité	_	551 - Avances à des établissements publics locaux
_	552 - Avances aux sociétés d'économie mixte	_	55 - AVANCES DE TRÉSORERIE VERSÉES
_	553 - Avances à des régies dotées de la seule autonomie financière	_	55 - AVANCES DE TRÉSORERIE VERSÉES
_	558 - Autres avances de trésorerie versées	_	55 - AVANCES DE TRÉSORERIE VERSÉES
_	58 - VIREMENTS INTERNES	_	5 - COMPTES FINANCIERS
_	580 - Opérations d'ordre budgétaires	_	58 - VIREMENTS INTERNES
_	584 - Encaissements par lecture optique	_	58 - VIREMENTS INTERNES
_	586 - Opérations financières entre le budget principal et ses budgets comptablement rattachés	_	58 - VIREMENTS INTERNES
_	587 - Comptes pivots	_	58 - VIREMENTS INTERNES
_	5871 - Compte pivot - Encaissement régie à ventiler 	_	587 - Comptes pivots
_	5872 - Compte pivot - Admission en non-valeur	_	587 - Comptes pivots
_	588 - Autres virements internes	_	58 - VIREMENTS INTERNES
_	589 - Comptes techniques	_	58 - VIREMENTS INTERNES
_	5891 - Reprise des balances d'entrée	_	589 - Comptes techniques
_	5892 - Migration	_	589 - Comptes techniques
_	5893 - Migration des rôles 	_	589 - Comptes techniques
_	5894 - Ventilation comptes budgétaires	_	589 - Comptes techniques
_	59 - PROVISIONS POUR DÉPRÉCIATION DES COMPTES FINANCIERS	_	5 - COMPTES FINANCIERS
_	590 - Provisions pour dépréciation des valeurs mobilières de placement	_	59 - PROVISIONS POUR DÉPRÉCIATION DES COMPTES FINANCIERS
_	5906 - Obligations	_	590 - Provisions pour dépréciation des valeurs mobilières de placement
_	59061 - Obligations (non budgétaires)	_	5906 - Obligations
_	59062 - Obligations (budgétaires)	_	5906 - Obligations
_	5908 - Autres valeurs mobilières et créances assimilées	_	590 - Provisions pour dépréciation des valeurs mobilières de placement
_	59081 - Autres valeurs mobilières et créances assimilées (non budgétaires)	_	5908 - Autres valeurs mobilières et créances assimilées
_	59082 - Autres valeurs mobilières et créances assimilées (budgétaires)	_	5908 - Autres valeurs mobilières et créances assimilées
_	595 - Provisions pour dépréciation des avances de trésorerie versées	_	59 - PROVISIONS POUR DÉPRÉCIATION DES COMPTES FINANCIERS
_	5951 - Provisions pour dépréciation des avances de trésorerie versées (non budgétaires)	_	595 - Provisions pour dépréciation des avances de trésorerie versées
_	5952 - Provisions pour dépréciation des avances de trésorerie versées (budgétaires)	_	595 - Provisions pour dépréciation des avances de trésorerie versées
_	6 - COMPTES DE CHARGES	_	M14_2014
_	60 - ACHATS ET VARIATION DES STOCKS	_	6 - COMPTES DE CHARGES
_	601 - Achats stockés - Matières premières (et fournitures)	_	60 - ACHATS ET VARIATION DES STOCKS
_	6011 - Matières premières et fournitures autres que terrains	_	601 - Achats stockés - Matières premières (et fournitures)
_	6015 - Terrains à aménager	_	601 - Achats stockés - Matières premières (et fournitures)
_	602 - Achats stockés - Autres approvisionnements	_	60 - ACHATS ET VARIATION DES STOCKS
_	6021 - Matières consommables	_	602 - Achats stockés - Autres approvisionnements
_	6022 - Fournitures consommables autres qu'alimentation	_	602 - Achats stockés - Autres approvisionnements
_	60221 - Combustibles et carburants	_	6022 - Fournitures consommables autres qu'alimentation
_	60222 - Produits d'entretien	_	6022 - Fournitures consommables autres qu'alimentation
_	60223 - Fournitures des ateliers municipaux	_	6022 - Fournitures consommables autres qu'alimentation
_	60224 - Fournitures administratives	_	6022 - Fournitures consommables autres qu'alimentation
_	60225 - Livres, disques, cassettes (bibliothèques, médiathèques)	_	6022 - Fournitures consommables autres qu'alimentation
_	60226 - Vêtements de travail	_	6022 - Fournitures consommables autres qu'alimentation
_	60227 - Fournitures scolaires	_	6022 - Fournitures consommables autres qu'alimentation
_	60228 - Autres fournitures consommables	_	6022 - Fournitures consommables autres qu'alimentation
_	6023 - Alimentation	_	602 - Achats stockés - Autres approvisionnements
_	603 - Variation des stocks (approvisionnements et marchandises)	_	60 - ACHATS ET VARIATION DES STOCKS
_	6031 - Variation des stocks de matières premières (et fournitures)	_	603 - Variation des stocks (approvisionnements et marchandises)
_	60311 - Variation des stocks de matières premières et fournitures autres que de terrains	_	6031 - Variation des stocks de matières premières (et fournitures)
_	60315 - Variation des stocks des terrains à aménager	_	6031 - Variation des stocks de matières premières (et fournitures)
_	6032 - Variation des stocks des autres approvisionnements	_	603 - Variation des stocks (approvisionnements et marchandises)
_	6037 - Variation des stocks de marchandises et de terrains nus	_	603 - Variation des stocks (approvisionnements et marchandises)
_	604 - Achats d'études, prestations de services	_	60 - ACHATS ET VARIATION DES STOCKS
_	6041 - Achats d'études (autres que terrains à aménager)	_	604 - Achats d'études, prestations de services
_	6042 - Achats de prestations de services (autres que terrains à aménager)	_	604 - Achats d'études, prestations de services
_	6045 - Achats d'études, prestations de services (terrains à aménager)	_	604 - Achats d'études, prestations de services
_	605 - Achats de matériel, équipements et travaux	_	60 - ACHATS ET VARIATION DES STOCKS
_	606 - Achats non stockés de matières et fournitures	_	60 - ACHATS ET VARIATION DES STOCKS
_	6061 - Fournitures non stockables	_	606 - Achats non stockés de matières et fournitures
_	60611 - Eau et assainissement	_	6061 - Fournitures non stockables
_	60612 - Énergie - Électricité	_	6061 - Fournitures non stockables
_	60613 - Chauffage urbain	_	6061 - Fournitures non stockables
_	60618 - Autres fournitures non stockables	_	6061 - Fournitures non stockables
_	6062 - Fournitures non stockées	_	606 - Achats non stockés de matières et fournitures
_	60621 - Combustibles	_	6062 - Fournitures non stockées
_	60622 - Carburants	_	6062 - Fournitures non stockées
_	60623 - Alimentation	_	6062 - Fournitures non stockées
_	60624 - Produits de traitement	_	6062 - Fournitures non stockées
_	60628 - Autres fournitures non stockées	_	6062 - Fournitures non stockées
_	6063 - Fournitures d'entretien et de petit équipement	_	606 - Achats non stockés de matières et fournitures
_	60631 - Fournitures d'entretien	_	6063 - Fournitures d'entretien et de petit équipement
_	60632 - Fournitures de petit équipement	_	6063 - Fournitures d'entretien et de petit équipement
_	60633 - Fournitures de voirie	_	6063 - Fournitures d'entretien et de petit équipement
_	60636 - Vêtements de travail	_	6063 - Fournitures d'entretien et de petit équipement
_	6064 - Fournitures administratives	_	606 - Achats non stockés de matières et fournitures
_	6065 - Livres, disques, cassettes...(bibliothèques et médiathèques)	_	606 - Achats non stockés de matières et fournitures
_	6067 - Fournitures scolaires	_	606 - Achats non stockés de matières et fournitures
_	6068 - Autres matières et fournitures	_	606 - Achats non stockés de matières et fournitures
_	607 - Achats de marchandises	_	60 - ACHATS ET VARIATION DES STOCKS
_	6071 - Compteurs	_	607 - Achats de marchandises
_	6078 - Autres marchandises	_	607 - Achats de marchandises
_	608 - Frais accessoires sur terrains en cours d'aménagement	_	60 - ACHATS ET VARIATION DES STOCKS
_	609 - Rabais, remises et ristournes obtenus sur achats	_	60 - ACHATS ET VARIATION DES STOCKS
_	6091 - de matières premières (et fournitures)	_	609 - Rabais, remises et ristournes obtenus sur achats
_	6092 - d'autres approvisionnements stockés	_	609 - Rabais, remises et ristournes obtenus sur achats
_	6094 - d'études et prestations de services	_	609 - Rabais, remises et ristournes obtenus sur achats
_	6095 - de matériel, équipements et travaux	_	609 - Rabais, remises et ristournes obtenus sur achats
_	6096 - d'approvisionnements non stockés	_	609 - Rabais, remises et ristournes obtenus sur achats
_	6097 - de marchandises	_	609 - Rabais, remises et ristournes obtenus sur achats
_	61 - SERVICES EXTÉRIEURS	_	6 - COMPTES DE CHARGES
_	611 - Contrats de prestations de services 	_	61 - SERVICES EXTÉRIEURS
_	612 - Redevances de crédit-bail	_	61 - SERVICES EXTÉRIEURS
_	6122 - Crédit-bail mobilier	_	612 - Redevances de crédit-bail
_	6125 - Crédit-bail immobilier	_	612 - Redevances de crédit-bail
_	613 - Locations	_	61 - SERVICES EXTÉRIEURS
_	6132 - Locations immobilières	_	613 - Locations
_	6135 - Locations mobilières	_	613 - Locations
_	614 - Charges locatives et de copropriété	_	61 - SERVICES EXTÉRIEURS
_	615 - Entretien et réparations	_	61 - SERVICES EXTÉRIEURS
_	6152 - Entretien et réparations sur biens immobiliers	_	615 - Entretien et réparations
_	61521 - Terrains	_	6152 - Entretien et réparations sur biens immobiliers
_	61522 - Bâtiments	_	6152 - Entretien et réparations sur biens immobiliers
_	61523 - Voies et réseaux	_	6152 - Entretien et réparations sur biens immobiliers
_	61524 - Bois et forêts	_	6152 - Entretien et réparations sur biens immobiliers
_	6155 - Entretien et réparations sur biens mobiliers	_	615 - Entretien et réparations
_	61551 - Matériel roulant	_	6155 - Entretien et réparations sur biens mobiliers
_	61558 - Autres biens mobiliers	_	6155 - Entretien et réparations sur biens mobiliers
_	6156 - Maintenance	_	615 - Entretien et réparations
_	616 - Primes d'assurance	_	61 - SERVICES EXTÉRIEURS
_	617 - Études et recherches	_	61 - SERVICES EXTÉRIEURS
_	618 - Divers	_	61 - SERVICES EXTÉRIEURS
_	6182 - Documentation générale et technique	_	618 - Divers
_	6184 - Versements à des organismes de formation	_	618 - Divers
_	6185 - Frais de colloques et séminaires	_	618 - Divers
_	6188 - Autres frais divers	_	618 - Divers
_	619 - Rabais, remises et ristournes obtenus sur services extérieurs	_	61 - SERVICES EXTÉRIEURS
_	62 - AUTRES SERVICES EXTÉRIEURS	_	6 - COMPTES DE CHARGES
_	621 - Personnel extérieur au service	_	62 - AUTRES SERVICES EXTÉRIEURS
_	6215 - Personnel affecté par la collectivité de rattachement	_	621 - Personnel extérieur au service
_	6216 - Personnel affecté par le GFP de rattachement  	_	621 - Personnel extérieur au service
_	6217 - Personnel affecté par la commune membre du GFP 	_	621 - Personnel extérieur au service
_	6218 - Autre personnel extérieur	_	621 - Personnel extérieur au service
_	622 - Rémunérations d'intermédiaires et honoraires	_	62 - AUTRES SERVICES EXTÉRIEURS
_	6225 - Indemnités au comptable et aux régisseurs	_	622 - Rémunérations d'intermédiaires et honoraires
_	6226 - Honoraires	_	622 - Rémunérations d'intermédiaires et honoraires
_	6227 - Frais d'actes et de contentieux	_	622 - Rémunérations d'intermédiaires et honoraires
_	6228 - Divers	_	622 - Rémunérations d'intermédiaires et honoraires
_	623 - Publicité, publications, relations publiques	_	62 - AUTRES SERVICES EXTÉRIEURS
_	6231 - Annonces et insertions	_	623 - Publicité, publications, relations publiques
_	6232 - Fêtes et cérémonies	_	623 - Publicité, publications, relations publiques
_	6233 - Foires et expositions	_	623 - Publicité, publications, relations publiques
_	6236 - Catalogues et imprimés	_	623 - Publicité, publications, relations publiques
_	6237 - Publications	_	623 - Publicité, publications, relations publiques
_	6238 - Divers	_	623 - Publicité, publications, relations publiques
_	624 - Transports de biens et transports collectifs	_	62 - AUTRES SERVICES EXTÉRIEURS
_	6241 - Transports de biens	_	624 - Transports de biens et transports collectifs
_	6244 - Transports administratifs	_	624 - Transports de biens et transports collectifs
_	6247 - Transports collectifs	_	624 - Transports de biens et transports collectifs
_	6248 - Divers	_	624 - Transports de biens et transports collectifs
_	625 - Déplacements, missions et réceptions	_	62 - AUTRES SERVICES EXTÉRIEURS
_	6251 - Voyages et déplacements	_	625 - Déplacements, missions et réceptions
_	6255 - Frais de déménagement	_	625 - Déplacements, missions et réceptions
_	6256 - Missions	_	625 - Déplacements, missions et réceptions
_	6257 - Réceptions	_	625 - Déplacements, missions et réceptions
_	626 - Frais postaux et frais de télécommunications	_	62 - AUTRES SERVICES EXTÉRIEURS
_	6261 - Frais d'affranchissement	_	626 - Frais postaux et frais de télécommunications
_	6262 - Frais de télécommunications	_	626 - Frais postaux et frais de télécommunications
_	627 - Services bancaires et assimilés	_	62 - AUTRES SERVICES EXTÉRIEURS
_	628 - Divers	_	62 - AUTRES SERVICES EXTÉRIEURS
_	6281 - Concours divers (cotisations...)	_	628 - Divers
_	6282 - Frais de gardiennage (églises, forêts et bois communaux ...)	_	628 - Divers
_	6283 - Frais de nettoyage des locaux	_	628 - Divers
_	6284 - Redevances pour services rendus	_	628 - Divers
_	6287 - Remboursements de frais	_	628 - Divers
_	62871 - A la collectivité de rattachement	_	6287 - Remboursements de frais
_	62872 - Aux budgets annexes et aux régies municipales	_	6287 - Remboursements de frais
_	62873 - Au C.C.A.S.	_	6287 - Remboursements de frais
_	62874 - A la caisse des écoles	_	6287 - Remboursements de frais
_	62875 - Aux communes membres du GFP 	_	6287 - Remboursements de frais
_	62876 - Au GFP de rattachement 	_	6287 - Remboursements de frais
_	62878 - A d'autres organismes	_	6287 - Remboursements de frais
_	6288 - Autres services extérieurs	_	628 - Divers
_	629 - Rabais, remises et ristournes obtenus sur autres services extérieurs	_	62 - AUTRES SERVICES EXTÉRIEURS
_	63 - IMPÔTS, TAXES ET VERSEMENTS ASSIMILÉS	_	6 - COMPTES DE CHARGES
_	631 - Impôts, taxes et versements assimilés sur rémunérations (administration des impôts)	_	63 - IMPÔTS, TAXES ET VERSEMENTS ASSIMILÉS
_	633 - Impôts, taxes et versements assimilés sur rémunérations (autres organismes)	_	63 - IMPÔTS, TAXES ET VERSEMENTS ASSIMILÉS
_	6331 - Versement de transport	_	633 - Impôts, taxes et versements assimilés sur rémunérations (autres organismes)
_	6332 - Cotisations versées au F.N.A.L.	_	633 - Impôts, taxes et versements assimilés sur rémunérations (autres organismes)
_	6333 - Participation des employeurs à la formation professionnelle continue	_	633 - Impôts, taxes et versements assimilés sur rémunérations (autres organismes)
_	6336 - Cotisations au centre national et aux centres de gestion de la fonction publique territoriale	_	633 - Impôts, taxes et versements assimilés sur rémunérations (autres organismes)
_	6338 - Autres impôts, taxes et versements assimilés sur rémunérations	_	633 - Impôts, taxes et versements assimilés sur rémunérations (autres organismes)
_	635 - Autres impôts, taxes et versements assimilés (administration des impôts)	_	63 - IMPÔTS, TAXES ET VERSEMENTS ASSIMILÉS
_	6351 - Impôts directs	_	635 - Autres impôts, taxes et versements assimilés (administration des impôts)
_	63512 - Taxes foncières	_	6351 - Impôts directs
_	63513 - Autres impôts locaux	_	6351 - Impôts directs
_	6353 - Impôts indirects	_	635 - Autres impôts, taxes et versements assimilés (administration des impôts)
_	6354 - Droits d'enregistrement et de timbre	_	635 - Autres impôts, taxes et versements assimilés (administration des impôts)
_	6355 - Taxes et impôts sur les véhicules	_	635 - Autres impôts, taxes et versements assimilés (administration des impôts)
_	6358 - Autres droits	_	635 - Autres impôts, taxes et versements assimilés (administration des impôts)
_	637 - Autres impôts, taxes et versements assimilés (autres organismes)	_	63 - IMPÔTS, TAXES ET VERSEMENTS ASSIMILÉS
_	64 - CHARGES DE PERSONNEL	_	6 - COMPTES DE CHARGES
_	641 - Rémunérations du personnel	_	64 - CHARGES DE PERSONNEL
_	6411 - Personnel titulaire	_	641 - Rémunérations du personnel
_	64111 - Rémunération principale	_	6411 - Personnel titulaire
_	64112 - NBI, supplément familial de traitement et indemnité de résidence	_	6411 - Personnel titulaire
_	64116 - Indemnités de préavis et de licenciement	_	6411 - Personnel titulaire
_	64118 - Autres indemnités.	_	6411 - Personnel titulaire
_	6413 - Personnel non titulaire	_	641 - Rémunérations du personnel
_	64131 - Rémunérations	_	6413 - Personnel non titulaire
_	64136 - Indemnités de préavis et de licenciement	_	6413 - Personnel non titulaire
_	64138 - Autres indemnités	_	6413 - Personnel non titulaire
_	6416 - Emplois d'insertion	_	641 - Rémunérations du personnel
_	64161 - Emplois jeunes	_	6416 - Emplois d'insertion
_	64162 - Emplois d'avenir	_	6416 - Emplois d'insertion
_	64168 - Autres emplois d'insertion	_	6416 - Emplois d'insertion
_	6417 - Rémunérations des apprentis	_	641 - Rémunérations du personnel
_	6419 - Remboursements sur rémunérations du personnel	_	641 - Rémunérations du personnel
_	645 - Charges de sécurité sociale et de prévoyance 	_	64 - CHARGES DE PERSONNEL
_	6451 - Cotisations à l'U.R.S.S.A.F.	_	645 - Charges de sécurité sociale et de prévoyance 
_	6453 - Cotisations aux caisses de retraites	_	645 - Charges de sécurité sociale et de prévoyance 
_	6454 - Cotisations aux A.S.S.E.D.I.C	_	645 - Charges de sécurité sociale et de prévoyance 
_	6455 - Cotisations pour assurance du personnel	_	645 - Charges de sécurité sociale et de prévoyance 
_	6456 - Versement au F.N.C du supplément familial	_	645 - Charges de sécurité sociale et de prévoyance 
_	6457 - Cotisations sociales liées à l'apprentissage	_	645 - Charges de sécurité sociale et de prévoyance 
_	6458 - Cotisations aux autres organismes sociaux	_	645 - Charges de sécurité sociale et de prévoyance 
_	6459 - Remboursements sur charges de sécurité sociale et de prévoyance	_	645 - Charges de sécurité sociale et de prévoyance 
_	647 - Autres charges sociales	_	64 - CHARGES DE PERSONNEL
_	6471 - Prestations versées pour le compte du F.N.A.L.	_	647 - Autres charges sociales
_	6472 - Prestations familiales directes	_	647 - Autres charges sociales
_	6473 - Allocations de chômage	_	647 - Autres charges sociales
_	64731 - Versées directement	_	6473 - Allocations de chômage
_	64732 - Versées aux A.S.S.E.D.I.C.	_	6473 - Allocations de chômage
_	6474 - Versements aux autres oeuvres sociales	_	647 - Autres charges sociales
_	6475 - Médecine du travail, pharmacie	_	647 - Autres charges sociales
_	6478 - Autres charges sociales diverses	_	647 - Autres charges sociales
_	6479 - Remboursements sur autres charges sociales	_	647 - Autres charges sociales
_	648 - Autres charges de personnel	_	64 - CHARGES DE PERSONNEL
_	6483 - Cessation progressive d'activité	_	648 - Autres charges de personnel
_	64831 - Indemnités aux agents	_	6483 - Cessation progressive d'activité
_	64832 - Contributions au fonds de compensation de cessation progressive d'activité	_	6483 - Cessation progressive d'activité
_	6488 - Autres charges	_	648 - Autres charges de personnel
_	65 - AUTRES CHARGES DE GESTION COURANTE	_	6 - COMPTES DE CHARGES
_	651 - Redevances pour concessions, brevets, licences, procédés, logiciels, droits et valeurs similaires	_	65 - AUTRES CHARGES DE GESTION COURANTE
_	652 - Déficit ou excédent des budgets annexes à caractère administratif	_	65 - AUTRES CHARGES DE GESTION COURANTE
_	6521 - Déficit des budgets annexes à caractère administratif	_	652 - Déficit ou excédent des budgets annexes à caractère administratif
_	6522 - Reversement de l'excédent des budgets annexes à caractère administratif au budget principal	_	652 - Déficit ou excédent des budgets annexes à caractère administratif
_	653 - Indemnités, frais de mission et de formation des maires, adjoints et conseillers	_	65 - AUTRES CHARGES DE GESTION COURANTE
_	6531 - Indemnités	_	653 - Indemnités, frais de mission et de formation des maires, adjoints et conseillers
_	6532 - Frais de mission	_	653 - Indemnités, frais de mission et de formation des maires, adjoints et conseillers
_	6533 - Cotisations de retraite	_	653 - Indemnités, frais de mission et de formation des maires, adjoints et conseillers
_	6534 - Cotisations de sécurité sociale - part patronale	_	653 - Indemnités, frais de mission et de formation des maires, adjoints et conseillers
_	6535 - Formation	_	653 - Indemnités, frais de mission et de formation des maires, adjoints et conseillers
_	6536 - Frais de représentation du maire	_	653 - Indemnités, frais de mission et de formation des maires, adjoints et conseillers
_	6537 - Compensations pour perte de revenus	_	653 - Indemnités, frais de mission et de formation des maires, adjoints et conseillers
_	65371 - Compensations pour formation	_	6537 - Compensations pour perte de revenus
_	65372 - Cotisations au fonds de financement de l'allocation de fin de mandat	_	6537 - Compensations pour perte de revenus
_	654 - Pertes sur créances irrécouvrables	_	65 - AUTRES CHARGES DE GESTION COURANTE
_	6541 - Créances admises en non valeur	_	654 - Pertes sur créances irrécouvrables
_	6542 - Créances éteintes 	_	654 - Pertes sur créances irrécouvrables
_	655 - Contingents et participations obligatoires	_	65 - AUTRES CHARGES DE GESTION COURANTE
_	6551 - Police d'État	_	655 - Contingents et participations obligatoires
_	6552 - Aide sociale du département	_	655 - Contingents et participations obligatoires
_	6553 - Service d'incendie	_	655 - Contingents et participations obligatoires
_	6554 - Contributions aux organismes de regroupement	_	655 - Contingents et participations obligatoires
_	6555 - Contributions au C.N.F.P.T. (personnel privé d'emploi)  	_	655 - Contingents et participations obligatoires
_	6556 - Indemnités de logement aux instituteurs	_	655 - Contingents et participations obligatoires
_	6557 - Contributions au titre de la politique de l'habitat	_	655 - Contingents et participations obligatoires
_	6558 - Autres contributions obligatoires	_	655 - Contingents et participations obligatoires
_	656 - Frais de fonctionnement des groupes d'élus	_	65 - AUTRES CHARGES DE GESTION COURANTE
_	6561 - Frais de personnel	_	656 - Frais de fonctionnement des groupes d'élus
_	6562 - Matériel, équipement et fournitures	_	656 - Frais de fonctionnement des groupes d'élus
_	657 - Subventions de fonctionnement versées	_	65 - AUTRES CHARGES DE GESTION COURANTE
_	6573 - Subventions de fonctionnement aux organismes publics	_	657 - Subventions de fonctionnement versées
_	65731 - État	_	6573 - Subventions de fonctionnement aux organismes publics
_	65732 - Régions	_	6573 - Subventions de fonctionnement aux organismes publics
_	65733 - Départements	_	6573 - Subventions de fonctionnement aux organismes publics
_	65734 - Communes	_	6573 - Subventions de fonctionnement aux organismes publics
_	657341 - Communes membres du GFP 	_	65734 - Communes
_	657348 - Autres communes  	_	65734 - Communes
_	65735 - Groupements de collectivités	_	6573 - Subventions de fonctionnement aux organismes publics
_	657351 - GFP de rattachement 	_	65735 - Groupements de collectivités
_	657358 - Autres groupements 	_	65735 - Groupements de collectivités
_	65736 - Établissements et services rattachés	_	6573 - Subventions de fonctionnement aux organismes publics
_	657361 - Caisse des écoles	_	65736 - Établissements et services rattachés
_	657362 - CCAS	_	65736 - Établissements et services rattachés
_	657363 - A caractère administratif	_	65736 - Établissements et services rattachés
_	657364 - A caractère industriel et commercial	_	65736 - Établissements et services rattachés
_	65737 - Autres établissements publics locaux	_	6573 - Subventions de fonctionnement aux organismes publics
_	65738 - Autres organismes publics	_	6573 - Subventions de fonctionnement aux organismes publics
_	6574 - Subventions de fonctionnement aux associations et autres personnes de droit privé	_	657 - Subventions de fonctionnement versées
_	658 - Charges diverses de la gestion courante	_	65 - AUTRES CHARGES DE GESTION COURANTE
_	66 - CHARGES FINANCIÈRES	_	6 - COMPTES DE CHARGES
_	661 - Charges d'intérêts	_	66 - CHARGES FINANCIÈRES
_	6611 - Intérêts des emprunts et dettes	_	661 - Charges d'intérêts
_	66111 - Intérêts réglés à l'échéance	_	6611 - Intérêts des emprunts et dettes
_	66112 - Intérêts - Rattachement des ICNE	_	6611 - Intérêts des emprunts et dettes
_	66113 - Remboursements d'intérêts d'emprunts transférés  	_	6611 - Intérêts des emprunts et dettes
_	661131 - aux communes membres du GFP  	_	66113 - Remboursements d'intérêts d'emprunts transférés  
_	661132 - au GFP de rattachement   	_	66113 - Remboursements d'intérêts d'emprunts transférés  
_	661133 - à la collectivité ou à l'établissement de rattachement	_	66113 - Remboursements d'intérêts d'emprunts transférés  
_	661138 - à d'autres tiers  	_	66113 - Remboursements d'intérêts d'emprunts transférés  
_	6615 - Intérêts des comptes courants et de dépôts créditeurs	_	661 - Charges d'intérêts
_	6616 - Intérêts bancaires et sur opérations de financement (escompte,...)	_	661 - Charges d'intérêts
_	6618 - Intérêts des autres dettes	_	661 - Charges d'intérêts
_	665 - Escomptes accordés	_	66 - CHARGES FINANCIÈRES
_	666 - Pertes de change	_	66 - CHARGES FINANCIÈRES
_	667 - Charges nettes sur cessions de valeurs mobilières de placement	_	66 - CHARGES FINANCIÈRES
